lead_id,lead_indicator,date_part,source,purchases,time_spent,customer_group,onboarding,customer_code,n_visits,bin_source
7376,1.0,2024-01-13,organic,0.75,0.575982286842514,0.75,True,RNUUADOEBM,0.6190476190476191,group1
7377,0.0,2024-01-02,organic,0.625,0.4667310496520596,0.25,False,NQZHMXTSTQ,0.2857142857142857,group1
7379,0.0,2024-01-21,li,0.625,0.4926891223579144,0.125,False,FAYUWKIDVO,0.3333333333333333,socials
7380,0.0,2024-01-03,signup,0.625,0.4135610196709467,0.875,True,None,0.3333333333333333,group1
7381,0.0,2024-01-26,fb,0.5,0.7815852727566015,0.875,False,HRMLYFVLJW,0.23809523809523808,socials
7383,1.0,2024-01-08,signup,0.375,0.7214719090533386,0.625,False,XXKQHJPKHX,0.6190476190476191,group1
7384,1.0,2024-01-06,li,0.0,0.32845176319264713,0.0,True,KFERQCBZFH,0.857142857142857,socials
7385,0.0,2024-01-26,fb,0.875,0.39003578514751824,0.5,True,UUPIKIBZEC,0.0,socials
7386,0.0,2024-01-30,li,0.25,0.5710639862838476,1.0,True,TUNDFRTHEU,0.09523809523809523,socials
7390,1.0,2024-01-22,li,0.5,0.4246584436067802,0.125,False,UNXLERZBKQ,0.42857142857142855,socials
7391,0.0,2024-01-02,fb,0.125,0.13476315008241002,0.5,False,RYODWAJVFJ,0.14285714285714285,socials
7392,1.0,2024-01-09,fb,0.5,0.9797891937989016,0.25,True,ACGKSOAKJZ,0.7142857142857142,socials
7394,0.0,2024-01-19,organic,0.875,0.201017589750784,1.0,True,FQPYUSOGUA,0.14285714285714285,group1
7396,0.0,2024-01-18,signup,0.625,0.2635357004015231,0.0,False,KNBSXRFBYU,0.09523809523809523,group1
7397,1.0,2024-01-05,li,0.25,0.34323279154609,0.375,False,WJQBXYTMLK,0.7619047619047619,socials
7398,1.0,2024-01-18,organic,0.125,0.4592208263851725,0.5,True,FWENYNXKFP,0.23809523809523808,group1
7399,0.0,2024-01-12,signup,0.875,0.503127487380473,0.75,True,EAPRCDTQJP,0.6190476190476191,group1
7401,1.0,2024-01-15,signup,0.375,0.5386364127271039,0.5,True,WVMSKCJYLN,0.8095238095238095,group1
7402,1.0,2024-01-11,signup,1.0,0.274799852163218,0.875,True,NLAOLZQCEC,0.14285714285714285,group1
7403,0.0,2024-01-27,organic,0.125,0.42379273156815955,0.25,True,QYEWQHJTMR,0.23809523809523808,group1
7404,0.0,2024-01-19,signup,0.375,0.1952803870715658,0.75,False,DEEEWCFWJZ,0.0,group1
7405,0.0,2024-01-05,li,0.5,0.14228940368824983,0.0,True,NHLHKZSOWM,0.0,socials
7406,1.0,2024-01-06,li,0.25,0.8231156860637108,0.625,False,RGZIPMEHBE,0.14285714285714285,socials
7408,0.0,2024-01-23,fb,0.375,0.28102701787758466,0.625,False,ZGRFOURZYI,0.6190476190476191,socials
7409,1.0,2024-01-10,li,0.875,0.41950153488223707,1.0,True,WAEHUCIYWB,0.23809523809523808,socials
7410,0.0,2024-01-24,li,0.25,0.4432374981317544,0.125,True,FSDSPFNHDN,0.4761904761904761,socials
7411,0.0,2024-01-25,signup,0.25,0.6109680752422668,0.125,False,TZGROQOJPY,0.8095238095238095,group1
7412,0.0,2024-01-14,signup,0.625,0.10426364441303049,0.75,True,CZXUXVUJEL,0.23809523809523808,group1
7413,1.0,2024-01-04,organic,0.375,0.3820387770004112,0.625,False,DNHPAKJOTZ,0.38095238095238093,group1
7414,0.0,2024-01-20,organic,0.75,0.9398805572166733,0.5,False,SYKKNOZWHQ,0.3333333333333333,group1
7415,1.0,2024-01-23,li,0.375,0.2711630266144489,0.875,False,LMEWZHGTRT,0.4761904761904761,socials
7416,0.0,2024-01-12,li,0.375,0.3900897033283912,0.375,False,WISAHVBALJ,0.19047619047619047,socials
7417,0.0,2024-01-15,organic,0.625,0.7549444306117952,0.0,True,UPJPQPVPFW,0.047619047619047616,group1
7418,0.0,2024-01-26,fb,0.75,0.16549707985138928,0.0,True,ALKKURUZPJ,0.09523809523809523,socials
7419,1.0,2024-01-10,li,0.5,0.4060514296466713,0.75,False,XMDYHDWOBO,0.5714285714285714,socials
7420,0.0,2024-01-11,li,0.875,0.6878509918710369,0.25,False,ZYEUFSSFKV,0.0,socials
7421,1.0,2024-01-09,signup,0.5,0.18158174785098824,0.625,False,STRLZPAQID,0.857142857142857,group1
7422,0.0,2024-01-11,signup,0.375,0.7956016153634153,0.0,True,FWAMCNBFWK,0.38095238095238093,group1
7423,0.0,2024-01-02,li,0.25,0.38482985231489497,0.125,True,YDGXXZTURO,0.047619047619047616,socials
7424,0.0,2024-01-13,fb,0.75,0.9975086204646666,0.75,False,MMSBSPWMMO,0.14285714285714285,socials
7425,0.0,2024-01-27,fb,0.625,0.765688608129174,0.0,True,XWDHNLAVEW,0.0,socials
7426,0.0,2024-01-22,organic,0.5,0.5754408171243148,0.375,True,NTCUIOBZPP,0.3333333333333333,group1
7427,0.0,2024-01-26,fb,0.5,0.30851894804524793,0.125,True,TQOLITGLPR,0.09523809523809523,socials
7428,1.0,2024-01-26,fb,0.625,0.4771455508803051,0.25,True,MQKZIXWSKJ,0.4761904761904761,socials
7429,1.0,2024-01-08,organic,0.0,0.7103196641463936,0.375,False,EDRYVEJDIL,0.6190476190476191,group1
7430,0.0,2024-01-29,fb,0.5,0.6061302648850422,0.25,False,RAGLACRYCE,0.0,socials
7431,0.0,2024-01-21,organic,0.125,0.4342554200478266,0.375,True,JTQLGSCXNI,0.0,group1
7432,0.0,2024-01-21,signup,0.875,0.6066782594606455,0.625,False,MKPPMFDIXA,0.0,group1
7433,0.0,2024-01-08,organic,0.5,0.4433578001428016,0.875,False,FENJOJESSQ,0.2857142857142857,group1
7434,0.0,2024-01-01,li,0.625,0.7576096741091063,0.75,False,MMJMWMWSEU,0.14285714285714285,socials
7435,1.0,2024-01-06,fb,0.625,0.5686498371923179,0.625,False,TCNCFAPGIW,0.23809523809523808,socials
7437,0.0,2024-01-13,organic,0.75,0.43276728897332717,0.125,False,VMOSFXAMUF,0.14285714285714285,group1
7442,0.0,2024-01-23,li,0.25,0.5778562314809341,0.75,True,RGIYEXSOAY,0.047619047619047616,socials
7443,1.0,2024-01-16,organic,0.25,0.11817522502681133,0.875,False,OOJCTHKNKV,0.19047619047619047,group1
7444,0.0,2024-01-04,fb,0.5,0.8703238463977279,0.0,False,NRMAACQNSX,0.23809523809523808,socials
7445,1.0,2024-01-28,fb,0.25,0.36941204008777184,0.875,True,ROINXLVQDB,0.42857142857142855,socials
7446,1.0,2024-01-26,fb,0.25,0.1634783562070692,0.875,False,TITDSYMQHV,0.23809523809523808,socials
7447,0.0,2024-01-17,organic,0.5,0.9368640048400843,1.0,True,NFHTMFLXZL,0.2857142857142857,group1
7448,1.0,2024-01-09,li,0.125,0.7238169166032331,0.0,False,LGYDLVVOVZ,0.5238095238095237,socials
7449,0.0,2024-01-12,organic,0.5,0.5868511250180033,0.25,True,RJVXMZFZXY,0.19047619047619047,group1
7450,1.0,2024-01-22,fb,0.25,0.1464272085641638,0.25,False,FLVUWSRODC,0.6666666666666665,socials
7451,0.0,2024-01-19,organic,0.75,0.2041345169530122,0.0,False,GUEWIPZNMW,0.09523809523809523,group1
7452,0.0,2024-01-20,signup,0.625,0.7450562923853403,0.875,True,DJCUUWTCOT,0.0,group1
7456,1.0,2024-01-06,signup,0.5,0.6792969008509488,0.125,True,UKTRNUYUTW,0.38095238095238093,group1
7457,0.0,2024-01-12,fb,0.125,0.8698356928583952,0.75,False,FWBPQMFVHS,0.2857142857142857,socials
7458,0.0,2024-01-09,organic,1.0,0.28971125747649884,0.75,False,UHELJYQARV,0.09523809523809523,group1
7459,0.0,2024-01-20,fb,0.25,0.7966109793458558,0.25,True,PSLACQHFEG,0.0,socials
7460,0.0,2024-01-05,li,0.75,0.5231332491242955,0.125,True,WVTPGDKEHT,0.0,socials
7461,0.0,2024-01-21,fb,0.5,0.14015970462822747,0.875,True,EHWVDOMYAW,0.09523809523809523,socials
7462,1.0,2024-01-03,fb,0.5,0.5400525972621146,0.625,False,SCAIPNMRQG,0.6666666666666665,socials
7463,0.0,2024-01-02,li,0.625,0.7056485280480755,0.0,True,FIVEAMVCNG,0.23809523809523808,socials
7464,0.0,2024-01-08,organic,0.375,0.5200865065626901,0.375,False,OUJSNJFXQB,0.09523809523809523,group1
7465,0.0,2024-01-10,signup,0.5,0.5912363551477631,0.5,False,LWZIMHYSKP,0.09523809523809523,group1
7466,1.0,2024-01-15,signup,0.25,0.6363460189290979,0.125,True,GSNQUUFPWA,0.42857142857142855,group1
7467,1.0,2024-01-09,li,0.25,0.3429966621320881,1.0,True,ORVEWJYEUQ,0.5714285714285714,socials
7468,1.0,2024-01-10,fb,0.625,0.6447706164445388,1.0,True,GNWNISITMT,0.2857142857142857,socials
7469,0.0,2024-01-11,organic,0.25,0.5897157621574314,0.375,False,JBIVFEJDKV,0.047619047619047616,group1
7470,1.0,2024-01-29,organic,0.0,0.47167487397345376,0.125,True,EMDOXAXJXQ,0.8095238095238095,group1
7471,0.0,2024-01-09,li,0.75,0.3313200565424985,0.375,True,KIHIDEWEQD,0.857142857142857,socials
7472,1.0,2024-01-14,organic,0.25,0.5485347972001464,0.75,False,TMBRIDQQYL,0.6190476190476191,group1
7473,1.0,2024-01-05,signup,0.5,0.7797859237784621,0.25,True,SGXJCKRHAX,0.5714285714285714,group1
7474,0.0,2024-01-27,organic,0.25,0.4538210627056545,0.0,True,RDCGUYDEIC,0.23809523809523808,group1
7475,0.0,2024-01-09,fb,1.0,0.4199244557167918,0.25,True,EWJNWDKKLP,0.38095238095238093,socials
7476,1.0,2024-01-04,organic,0.625,0.9600445368189043,1.0,False,ICFOASUVWW,0.19047619047619047,group1
7477,0.0,2024-01-02,li,0.125,0.6247156046399365,1.0,True,MZSFUJAACZ,0.0,socials
7478,1.0,2024-01-19,li,0.375,0.3972788442784787,1.0,True,IPCQVVXFDR,0.7619047619047619,socials
7480,0.0,2024-01-21,signup,0.25,0.593366778900752,0.0,True,UCQYAPQFYU,0.19047619047619047,group1
7481,0.0,2024-01-01,signup,0.25,0.33476211150141166,0.5,False,JVXMSSXWVN,0.047619047619047616,group1
7482,0.0,2024-01-12,signup,0.875,0.7897553275316316,0.0,False,DPBBOHDAWE,0.23809523809523808,group1
7483,0.0,2024-01-11,organic,0.5,0.955884105346517,1.0,True,WJOLCUDNEE,0.5714285714285714,group1
7484,0.0,2024-01-01,organic,0.5,0.44579960542231367,0.75,False,DHFMMSLBRK,0.047619047619047616,group1
7485,1.0,2024-01-14,li,0.375,0.7365878506424144,0.0,False,UYITBXWWAK,0.5238095238095237,socials
7486,0.0,2024-01-27,li,0.375,0.9446668765897717,0.75,False,SJHBWQFRLR,0.0,socials
7488,1.0,2024-01-29,organic,0.375,0.40352383897342037,0.875,True,DGNZITQOZU,0.5714285714285714,group1
7489,1.0,2024-01-07,fb,0.625,0.6646586141428483,0.875,False,XFTUTGGJUF,0.5238095238095237,socials
7490,0.0,2024-01-02,signup,0.25,0.5611938971478039,0.375,False,LCVLCZZZJU,0.0,group1
7491,0.0,2024-01-15,signup,0.5,0.26372731515072134,1.0,False,XDCOHUXDBS,0.047619047619047616,group1
7494,1.0,2024-01-20,signup,0.125,0.5746869979699829,0.875,True,AIZFXXNYVF,0.7619047619047619,group1
7495,0.0,2024-01-25,fb,0.875,0.520230314660683,0.25,False,DYAJOFMVZT,0.09523809523809523,socials
7496,0.0,2024-01-15,li,0.0,0.1584577949446082,0.375,True,JXTHCQFBSB,0.09523809523809523,socials
7497,1.0,2024-01-26,li,0.5,0.6351267253897945,1.0,True,CUJWRZUMNC,0.6666666666666665,socials
7498,0.0,2024-01-08,signup,0.25,0.8236301497794156,0.625,False,PXHLYWVNZJ,0.19047619047619047,group1
7499,1.0,2024-01-29,organic,0.625,0.7766586481936195,0.125,True,EEHMQHULZM,0.6190476190476191,group1
7500,1.0,2024-01-10,signup,0.375,0.37880294964234684,0.0,True,ATQPRIAYRB,0.38095238095238093,group1
7501,1.0,2024-01-19,organic,0.125,0.7097440231215466,0.5,True,ZCDJSMVANT,0.6666666666666665,group1
7502,0.0,2024-01-03,fb,1.0,0.6606212212982916,0.25,False,JGFLWIYVYJ,0.0,socials
7503,0.0,2024-01-20,organic,0.375,0.7030051000944346,1.0,False,NOCBPFLORJ,0.0,group1
7504,1.0,2024-01-14,organic,0.375,0.7365350228862653,1.0,True,FIYZFTFDDB,0.5714285714285714,group1
7506,0.0,2024-01-09,signup,0.625,0.27966796793089843,0.25,False,MOMOGJLAHZ,0.0,group1
7507,0.0,2024-01-21,li,0.5,0.7789329438099553,0.125,False,AMZCCLXPIX,0.047619047619047616,socials
7508,1.0,2024-01-28,fb,0.875,0.18707443923666078,0.25,False,TEPAABFRKP,0.38095238095238093,socials
7509,1.0,2024-01-25,li,0.5,0.5970888092941351,0.25,True,PQNCRCQLVS,0.38095238095238093,socials
7510,1.0,2024-01-06,fb,0.5,0.7104929136663007,0.625,True,YUDADDGGQR,0.6666666666666665,socials
7512,0.0,2024-01-11,fb,0.5,0.8374935681612068,0.0,False,UQMMASNFKO,0.3333333333333333,socials
7513,0.0,2024-01-08,organic,0.75,0.7677650708504515,0.875,False,UPZOIFWOHT,0.047619047619047616,group1
7514,1.0,2024-01-12,organic,0.0,0.7643636003666971,0.25,False,GTQQOYTENF,0.7142857142857142,group1
7515,1.0,2024-01-10,li,0.875,0.6229757437298669,0.75,False,OUNVNAVFUE,0.7142857142857142,socials
7516,0.0,2024-01-31,li,0.0,0.263183369999028,0.5,False,POJGJJIIFL,0.38095238095238093,socials
7517,0.0,2024-01-23,li,0.375,0.49514755399212484,0.375,True,ALVIVBSCSV,0.0,socials
7519,0.0,2024-01-16,fb,0.75,0.771080754884919,0.25,False,JIJDOPKBCN,0.047619047619047616,socials
7521,1.0,2024-01-06,signup,0.75,0.14327659952655036,1.0,False,LWCELTGQJP,0.3333333333333333,group1
7522,1.0,2024-01-30,li,0.375,0.37438779534027455,0.875,True,HOGQNBTMJS,0.19047619047619047,socials
7523,1.0,2024-01-09,signup,0.75,0.8655997261808688,0.0,True,VCYZMNQFYN,0.9047619047619047,group1
7524,0.0,2024-01-23,li,0.75,0.4503475222676965,0.0,True,QCJLMGVTFT,0.0,socials
7525,1.0,2024-01-05,organic,0.25,0.06369636386065158,0.125,False,VKPMPVBBPQ,0.8095238095238095,group1
7526,1.0,2024-01-21,signup,0.625,0.16316167878742105,0.25,True,THDKDGHOWS,0.5238095238095237,group1
7527,1.0,2024-01-24,organic,0.875,0.8333341042759894,0.375,False,YWGBCREPJQ,0.4761904761904761,group1
7528,1.0,2024-01-06,signup,0.5,0.4753961798945783,0.625,False,DUWNGHGQSG,0.3333333333333333,group1
7529,0.0,2024-01-17,fb,0.75,0.4913090966048399,0.5,True,WLTTZCGJRI,0.6190476190476191,socials
7530,0.0,2024-01-17,fb,0.5,0.826918297850443,0.25,True,VYBOHPZCEF,0.2857142857142857,socials
7531,0.0,2024-01-25,signup,0.625,0.44113276061804285,1.0,False,TOMUWSDIYR,0.23809523809523808,group1
7532,0.0,2024-01-24,li,0.75,0.618562922013782,0.75,False,KUCVSFSIWU,0.19047619047619047,socials
7533,1.0,2024-01-22,signup,1.0,0.6289828657228891,0.75,True,QSPBPZMUQD,0.23809523809523808,group1
7534,1.0,2024-01-13,fb,0.75,0.9495175509618896,0.875,True,SVRIQLOTPL,0.7619047619047619,socials
7536,1.0,2024-01-14,organic,0.625,0.30575189737481745,0.25,False,DLCPIBWANN,0.7619047619047619,group1
7537,0.0,2024-01-02,fb,0.75,0.3155148218015671,0.25,True,YKZJVHFDPG,0.42857142857142855,socials
7538,0.0,2024-01-26,li,0.125,0.13346073290663796,0.75,True,FXNNHTWFPB,0.0,socials
7539,0.0,2024-01-19,organic,0.5,0.4285269401676599,0.0,True,ZWDVZTLOTM,0.047619047619047616,group1
7540,0.0,2024-01-26,fb,0.625,0.6187637142304521,0.5,True,KHDTEIITUB,0.14285714285714285,socials
7541,0.0,2024-01-28,signup,0.5,0.7304262330362135,0.0,True,WNNOQOCXTZ,0.19047619047619047,group1
7542,1.0,2024-01-03,signup,0.5,0.6677799243963327,1.0,True,VZSJBBWGJT,0.7619047619047619,group1
7544,0.0,2024-01-28,li,0.625,0.29148746169308115,0.25,False,FOAIPKCDPQ,0.0,socials
7545,0.0,2024-01-02,signup,0.25,0.738382452853517,1.0,False,QIBFEUIKDW,0.047619047619047616,group1
7546,1.0,2024-01-22,organic,0.625,0.7913196651005863,0.375,True,IWPLECBIVM,0.9999999999999998,group1
7547,0.0,2024-01-07,li,0.625,0.6197267274778535,1.0,False,CHUOCXTXWF,0.0,socials
7549,1.0,2024-01-17,organic,0.625,0.84591367443721,0.625,False,XJMZLWUIXC,0.9999999999999998,group1
7550,1.0,2024-01-06,fb,0.5,0.3219345197955681,0.625,False,NCBTJECUEC,0.7619047619047619,socials
7551,0.0,2024-01-07,organic,0.25,0.20443064939847266,1.0,False,MRTMZREJGU,0.42857142857142855,group1
7552,1.0,2024-01-20,signup,0.5,0.4096126853030122,0.0,True,ZNETCSGERB,0.38095238095238093,group1
7553,0.0,2024-01-06,li,0.75,0.9093923696687596,0.25,True,VEVTPRPYKQ,0.09523809523809523,socials
7554,1.0,2024-01-09,organic,0.625,0.7533861425288246,0.5,True,DYRCPSOKRA,0.14285714285714285,group1
7556,0.0,2024-01-28,organic,0.125,0.32765214271010557,0.25,False,RGGNSBXIZX,0.38095238095238093,group1
7557,1.0,2024-01-31,signup,0.5,0.6630375662290269,0.0,False,BFZWUUEYBN,0.5714285714285714,group1
7558,1.0,2024-01-30,li,0.125,0.5211311503063105,0.375,False,VNJCYECKIC,0.38095238095238093,socials
7559,1.0,2024-01-26,signup,0.875,0.32183646473671246,0.25,True,KVHKRDJGQS,0.4761904761904761,group1
7560,1.0,2024-01-04,fb,0.625,0.38319287330469765,0.375,False,JQNFVQIWMS,0.2857142857142857,socials
7561,1.0,2024-01-26,organic,0.625,0.20649211162650838,0.25,True,CGVWNPBCBQ,0.42857142857142855,group1
7562,0.0,2024-01-28,signup,0.5,0.49519391872230933,0.0,False,KQIKJUVEPH,0.8095238095238095,group1
7563,1.0,2024-01-05,fb,0.0,0.6782147026688712,0.625,False,FROJPXXYDB,0.5238095238095237,socials
7566,1.0,2024-01-18,fb,0.375,0.7792020698135707,0.875,False,RQFBBNVDXL,0.9047619047619047,socials
7567,0.0,2024-01-15,li,0.125,0.40060615225728524,0.0,True,JRIGNTAAZA,0.2857142857142857,socials
7568,1.0,2024-01-25,fb,0.5,0.7347044196545554,0.375,False,TTAHQWQKMI,0.7142857142857142,socials
7569,0.0,2024-01-29,fb,0.25,0.6698996482687458,0.625,True,AXGNAGSHRD,0.047619047619047616,socials
7570,0.0,2024-01-01,signup,0.25,0.5495596327356047,0.25,True,YESNTPBGXL,0.8095238095238095,group1
7571,1.0,2024-01-05,organic,0.875,0.4092025143351905,0.375,False,NJSZENUIUQ,0.4761904761904761,group1
7572,0.0,2024-01-05,fb,0.25,0.2313084670148502,0.875,True,VRCNOZYTLP,0.047619047619047616,socials
7573,1.0,2024-01-08,organic,0.25,0.5941697324051716,0.625,False,YCKYKIXWOM,0.5238095238095237,group1
7574,0.0,2024-01-22,li,0.125,0.68260074729809,0.25,False,EEXIUMOYTE,0.0,socials
7575,0.0,2024-01-22,fb,0.25,0.09290922107991717,0.625,True,UBXWPOSRMP,0.38095238095238093,socials
7576,1.0,2024-01-22,signup,0.0,0.8974673884600755,0.625,True,DSCDRRPAWG,0.38095238095238093,group1
7578,1.0,2024-01-15,organic,0.875,0.645795759765222,0.0,False,QNFDBWJHZQ,0.38095238095238093,group1
7579,1.0,2024-01-17,li,0.375,0.22436600760602365,0.25,True,UUCNURGCOD,0.9047619047619047,socials
7580,1.0,2024-01-19,li,0.375,0.6165780517546731,0.125,False,PPABMPTIZU,0.3333333333333333,socials
7581,0.0,2024-01-29,fb,0.375,0.31959885923188924,0.875,False,UQBISANRAD,0.047619047619047616,socials
7582,0.0,2024-01-13,organic,0.5,0.5798495827535399,0.75,True,BYKOFMHPAG,0.19047619047619047,group1
7583,0.0,2024-01-31,fb,0.125,0.49076578749303623,0.875,False,HLTBRSEZNQ,0.09523809523809523,socials
7584,1.0,2024-01-26,li,0.625,0.9003134089418499,0.5,False,BZRHEFXRTA,0.5714285714285714,socials
7585,1.0,2024-01-28,fb,0.25,0.2940123946318254,0.375,True,GJJKERKNLY,0.9047619047619047,socials
7586,0.0,2024-01-27,fb,0.375,0.7152152879949312,0.5,True,APQYYBBSSW,0.23809523809523808,socials
7588,1.0,2024-01-21,fb,0.5,0.11510219516898923,0.5,False,HSJPYYJSFM,0.8095238095238095,socials
7589,0.0,2024-01-10,fb,0.5,0.6063988691106692,0.75,False,BLHMMDDTNM,0.0,socials
7590,0.0,2024-01-17,signup,0.875,0.4839584929789109,0.875,False,GNNGOXCAPG,0.09523809523809523,group1
7591,1.0,2024-01-05,signup,0.5,0.3255997705186857,0.375,True,DWTPUTCLZL,0.857142857142857,group1
7592,1.0,2024-01-18,fb,0.375,0.46788458718367343,0.625,False,BQYSOYLDYS,0.6190476190476191,socials
7593,1.0,2024-01-17,li,0.625,0.8102037309952461,0.625,False,OSIJFQSXIE,0.3333333333333333,socials
7594,0.0,2024-01-04,organic,0.125,0.306256101131277,1.0,True,PJBEYKKSCK,0.09523809523809523,group1
7596,0.0,2024-01-07,li,1.0,0.2571216727305301,1.0,True,CAWLPUVLYJ,0.09523809523809523,socials
7597,0.0,2024-01-25,signup,0.5,0.6309140861189473,0.625,True,QMMTQJOXIN,0.09523809523809523,group1
7599,0.0,2024-01-08,li,0.375,0.3471546994549777,0.875,True,OBZGZMKYVP,0.3333333333333333,socials
7600,1.0,2024-01-08,fb,0.25,0.7687556157886095,0.25,False,PBTWCZULDV,0.5238095238095237,socials
7601,0.0,2024-01-11,li,0.0,0.6602662261558279,0.75,False,KXGIFLSWNQ,0.4761904761904761,socials
7603,1.0,2024-01-19,fb,0.25,0.5376387149879944,0.75,True,DQTNBVTVWK,0.3333333333333333,socials
7604,0.0,2024-01-19,fb,0.25,0.21381611365014574,0.5,True,YKKRULRHUN,0.0,socials
7605,1.0,2024-01-09,fb,0.625,0.3219634930997062,0.625,True,FRVXJSLPXN,0.5714285714285714,socials
7607,1.0,2024-01-31,organic,0.75,0.638561313453593,0.75,False,BRRKTDLBJN,0.857142857142857,group1
7608,0.0,2024-01-20,organic,0.375,0.25265484679685724,0.875,True,ZEOGWVRTHG,0.0,group1
7610,0.0,2024-01-17,fb,0.625,0.3359912553654856,0.25,True,RGCEQUHTAB,0.23809523809523808,socials
7611,0.0,2024-01-16,organic,0.5,0.13533847451686976,0.875,True,RGKKXPAAGB,0.4761904761904761,group1
7612,1.0,2024-01-07,li,0.75,0.45190175470585814,0.75,False,VLISOZKLOZ,0.6666666666666665,socials
7613,0.0,2024-01-26,organic,0.375,0.35309927725548595,0.375,True,SIMQQGPOPZ,0.0,group1
7614,0.0,2024-01-22,fb,0.25,0.3005680009513645,0.875,False,ZAYDRMRORR,0.0,socials
7616,0.0,2024-01-30,fb,0.125,0.7064730096182599,0.875,False,NAVCXSCDXA,0.09523809523809523,socials
7617,1.0,2024-01-21,li,0.5,0.7293442350588144,1.0,False,IXUMGGFZRB,0.2857142857142857,socials
7619,0.0,2024-01-08,fb,0.375,0.7602114244894449,0.75,False,MPZTFWGZVH,0.0,socials
7620,1.0,2024-01-05,organic,0.625,0.3231730724710524,0.125,False,QSWDHEDVGS,0.19047619047619047,group1
7621,1.0,2024-01-26,signup,0.375,0.5367910507230071,0.875,True,MGKJJBXSDR,0.19047619047619047,group1
7622,0.0,2024-01-26,organic,0.25,0.6877615362048921,0.25,False,UODSGZYBDF,0.5238095238095237,group1
7623,1.0,2024-01-06,organic,0.5,0.2925896566764461,0.125,False,ZEVRJKTFQF,0.7619047619047619,group1
7624,1.0,2024-01-02,organic,0.625,0.7130626266648896,0.125,True,SITRZJWBMN,0.2857142857142857,group1
7627,0.0,2024-01-19,signup,0.625,0.7860535803222413,1.0,True,OXDNTIDODS,0.8095238095238095,group1
7628,1.0,2024-01-13,signup,0.5,0.4226763313571569,0.75,True,ERUAFIPKDC,0.5714285714285714,group1
7629,1.0,2024-01-31,signup,0.25,0.3152323503668506,0.625,False,FXOCDEMHDN,0.23809523809523808,group1
7630,0.0,2024-01-06,li,0.0,0.36952782766261594,1.0,True,FJRYUXNZVT,0.047619047619047616,socials
7631,1.0,2024-01-06,li,0.125,0.2986697844343946,0.75,True,ESTQLZOPWA,0.3333333333333333,socials
7632,0.0,2024-01-02,signup,0.0,0.17456900978950918,0.875,True,LEMCHINEJH,0.09523809523809523,group1
7634,1.0,2024-01-24,fb,0.5,0.29650365524175415,0.375,False,EUHGWXGYCL,0.3333333333333333,socials
7635,0.0,2024-01-05,li,0.5,0.18329640271604708,0.375,True,PEZUZOFBPQ,0.09523809523809523,socials
7637,1.0,2024-01-11,organic,0.5,0.5410283431529095,0.875,False,NAVAUAWIQA,0.19047619047619047,group1
7639,0.0,2024-01-14,organic,0.75,0.2872944397395347,0.75,True,LFCJQADESM,0.09523809523809523,group1
7640,0.0,2024-01-13,li,0.25,0.6291215415022791,0.5,False,IFSSPUEAFA,0.047619047619047616,socials
7641,0.0,2024-01-30,organic,0.625,0.6935717909722245,0.25,False,WIYFCPATVR,0.09523809523809523,group1
7642,0.0,2024-01-08,li,0.25,0.7710972215271639,1.0,False,GEIWQEGQTL,0.23809523809523808,socials
7643,0.0,2024-01-15,li,0.5,0.09302139801057807,0.625,True,QNRPEUEWBF,0.0,socials
7644,0.0,2024-01-12,fb,0.625,0.37610063937395655,1.0,False,XCOCIJBPKZ,0.3333333333333333,socials
7645,1.0,2024-01-03,organic,0.75,0.6897186174564949,0.125,True,TPSOLUJYXD,0.6190476190476191,group1
7646,1.0,2024-01-21,fb,0.375,0.7143840702298521,0.375,False,SUUTQHMBOD,0.23809523809523808,socials
7647,0.0,2024-01-23,organic,0.625,0.44180472115158365,0.25,True,JQROEEDSAL,0.09523809523809523,group1
7648,0.0,2024-01-05,signup,0.5,0.5356233577458669,0.375,True,UWPYDDUWKA,0.09523809523809523,group1
7649,1.0,2024-01-06,fb,0.375,0.2572277841527737,1.0,False,MEYJRDSKLH,0.42857142857142855,socials
7651,0.0,2024-01-08,fb,0.375,0.3370083058887645,0.375,False,COKLEDZZTC,0.2857142857142857,socials
7652,0.0,2024-01-05,organic,0.75,0.6316945876160776,0.125,False,ATCVSTQGPL,0.09523809523809523,group1
7653,1.0,2024-01-22,li,0.375,0.6992533262839444,0.5,True,NPCODJVPPC,0.6666666666666665,socials
7654,1.0,2024-01-17,li,0.75,0.4010472756602388,1.0,True,QFPZBMGOGS,0.3333333333333333,socials
7655,1.0,2024-01-26,li,0.5,0.47047069416544973,0.5,True,DCXQXCKBXK,0.5238095238095237,socials
7656,1.0,2024-01-02,organic,0.375,0.11635748803101764,0.0,False,ZICDGNYJCT,0.7619047619047619,group1
7657,1.0,2024-01-11,signup,0.125,0.3615687154962659,1.0,True,GHBRMUFJZU,0.3333333333333333,group1
7658,0.0,2024-01-04,signup,0.75,0.33647886228915835,0.125,False,XAMBATUBVE,0.09523809523809523,group1
7659,1.0,2024-01-11,fb,0.75,0.24275971288408726,0.875,True,YPUTWSULEW,0.23809523809523808,socials
7660,0.0,2024-01-09,li,0.75,0.3405385349463472,0.375,True,QOKHBUMCPU,0.0,socials
7661,1.0,2024-01-06,organic,0.125,0.8993304631277956,0.125,False,MQEHTMAXQQ,0.19047619047619047,group1
7663,1.0,2024-01-02,organic,0.75,0.43220571375960715,0.5,True,EARHQKIJGH,0.7142857142857142,group1
